Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
143,40,85,129,False,3.8,3,8/4/2024 2:04:28 PM,False,0,1,86,6.5,1008,,3.8,3,8/4/2024 2:21:11 PM,False,0,1,937B0677,86,2,13,GF,40/85,1003,1003,Peregrine
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,3.2,0,1,0.27,0.21,0,0,0,1,0,28,False,True,0,0,49,35,25,3.77,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
2000,3.8,0,1,0.28,0.21,0,0,0,1,0,28,False,True,0,0,51,38,28,3.77,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
4000,3.9,0,1,0.29,0.21,0,0,99,1,0,28,False,True,0,0,52,39,27,3.77,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
6000,4.2,0,1,0.3,0.21,0,0,99,1,0,28,False,True,0,0,52,39,28,3.78,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
8000,4.4,0,1,0.3,0.21,0,0,99,1,0,28,False,True,0,0,49,36,25,3.78,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
10000,4.3,0,1,0.3,0.21,0,0,99,1,0,28,False,True,0,0,52,37,27,3.78,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
12000,4.1,0,1,0.3,0.21,0,0,99,1,0,28,False,True,0,0,49,35,25,3.78,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
14000,4.5,0,1,0.3,0.21,0,0,99,1,0,28,False,True,0,0,51,38,27,3.78,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
16000,5,0,1,0.31,0.21,0,0,99,1,0,28,False,True,0,0,51,37,27,3.78,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
18000,5,0,1,0.31,0.21,0,0,99,1,0,28,False,True,0,0,49,34,24,3.78,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0
